City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Ourem,PT,39.6417,-8.5919,55.6,93,100,3.42,overcast clouds
453,Pacifica,US,37.6138,-122.4869,54.45,86,90,1.99,mist
454,Eureka,US,40.8021,-124.1637,49.68,96,100,4.92,light rain
455,Sherlovaya Gora,RU,50.5667,116.25,17.94,69,30,3.53,scattered clouds
456,Palmer,US,42.1584,-72.3287,48.13,76,90,8.01,moderate rain
457,Labrea,BR,-7.2586,-64.7981,73.24,100,100,2.21,overcast clouds
458,Urumqi,CN,43.801,87.6005,22.15,74,100,2.24,smoke
459,Mnogovershinnyy,RU,53.9353,139.9242,11.57,72,65,17.09,broken clouds
460,Yulara,AU,-25.2406,130.9889,87.64,27,27,13.8,scattered clouds
461,Bowen,AU,-20.0167,148.2333,88.02,64,2,17.2,clear sky
462,Burnie,AU,-41.0667,145.9167,64.62,36,27,11.56,scattered clouds
463,Miquelon,PM,47.0975,-56.3814,43.25,88,91,40.58,overcast clouds
464,Cayenne,GF,4.9333,-52.3333,76.08,91,75,0.0,broken clouds
465,Codo,BR,-4.4553,-43.8856,74.37,94,62,4.05,broken clouds
466,Kerman,IR,30.2832,57.0788,30.06,55,0,4.61,clear sky
467,Shenzhen,CN,22.5455,114.0683,72.14,66,0,6.67,clear sky
468,Winslow,US,35.0242,-110.6974,53.96,32,1,1.01,clear sky
469,Fernley,US,39.608,-119.2518,49.8,78,100,3.51,overcast clouds
470,Lazi,UA,48.0667,24.2333,37.76,99,100,3.53,overcast clouds
471,Malartic,CA,48.1335,-78.1328,14.11,81,100,15.21,overcast clouds
472,Dehloran,IR,32.6941,47.2679,59.97,48,60,6.82,broken clouds
473,Grindavik,IS,63.8424,-22.4338,35.55,60,75,16.11,broken clouds
474,Misratah,LY,32.3754,15.0925,57.87,58,57,34.49,broken clouds
475,Davila,PH,18.4726,120.5763,84.18,63,98,26.17,overcast clouds
476,Serenje,ZM,-13.2325,30.2352,63.9,61,34,3.29,scattered clouds
477,Artesia,US,33.8658,-118.0831,62.78,86,90,1.99,overcast clouds
478,Malakal,SS,9.5334,31.6605,75.13,31,16,4.63,few clouds
479,Broome,US,42.2506,-75.833,37.85,66,20,5.99,few clouds
480,Zatoka,UA,46.0725,30.4654,54.14,93,100,17.2,overcast clouds
481,Nenjiang,CN,49.1833,125.2167,22.68,79,5,4.99,clear sky
482,Kathu,TH,7.9178,98.3332,80.42,73,100,10.98,overcast clouds
483,Mayo,US,38.8876,-76.5119,55.38,24,90,18.41,overcast clouds
484,Camana,PE,-16.6228,-72.7111,67.98,86,100,3.53,overcast clouds
485,Sobradinho,BR,-12.8333,-39.1,70.66,99,95,1.9,overcast clouds
486,Punta Cardon,VE,11.6581,-70.215,79.43,82,8,25.01,clear sky
487,Ondo,NG,7.1,4.8333,73.2,100,76,1.23,broken clouds
488,Vila,PT,42.0304,-8.1588,48.33,96,100,5.5,overcast clouds
489,Payakumbuh,ID,-0.2202,100.6308,79.65,77,100,1.52,overcast clouds
490,Tessalit,ML,20.1986,1.0114,65.35,21,96,9.55,overcast clouds
491,Simbahan,PH,6.3032,120.5836,82.67,73,94,15.79,overcast clouds
492,Fukuma,JP,33.7667,130.4667,57.09,74,54,11.34,light rain
493,Beloha,MG,-25.1667,45.05,75.97,62,0,5.86,clear sky
494,Bolshoy Lug,RU,52.0779,104.0919,8.78,69,19,2.64,few clouds
495,Cagli,IT,43.5457,12.6527,38.84,87,32,1.41,scattered clouds
496,Booue,GA,-0.0921,11.9385,72.37,99,100,0.4,overcast clouds
497,Tual,ID,-5.6667,132.75,83.35,75,100,6.58,overcast clouds
498,Batangafo,CF,7.3008,18.2833,75.18,33,100,2.51,overcast clouds
499,Vardo,NO,70.3705,31.1107,22.95,72,95,17.67,overcast clouds
500,Olafsvik,IS,64.8945,-23.7142,36.3,55,100,16.13,overcast clouds
501,Narsaq,GL,60.9167,-46.05,16.02,49,59,18.52,broken clouds
502,Betare Oya,CM,5.6,14.0833,73.31,36,99,1.66,overcast clouds
503,Afonso Claudio,BR,-20.0742,-41.1239,67.32,98,100,1.34,overcast clouds
504,Poum,NC,-20.2333,164.0167,82.63,71,2,11.32,clear sky
505,Cap Malheureux,MU,-19.9842,57.6142,79.47,68,1,5.99,clear sky
506,Sanmenxia,CN,34.7747,111.1814,44.83,36,100,15.46,overcast clouds
507,Albion,US,42.2431,-84.753,28.2,82,90,11.5,light snow
508,Gondanglegi,ID,-7.7479,112.0132,80.35,82,99,5.57,overcast clouds
509,La Ronge,CA,55.1001,-105.2842,-12.75,77,1,0.0,clear sky
510,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,72.68,74,85,2.13,overcast clouds
511,Buchanan,LR,5.8808,-10.0467,76.96,87,16,6.33,light rain
512,Kariba,ZW,-16.5167,28.8,77.52,55,62,2.08,broken clouds
513,Boulsa,BF,12.6675,-0.5758,72.95,20,84,8.5,broken clouds
514,Soddy-Daisy,US,35.2359,-85.1908,44.44,68,100,1.99,overcast clouds
515,Tommot,RU,58.9564,126.2925,6.71,78,100,12.57,overcast clouds
516,Alice Springs,AU,-23.7,133.8833,83.75,48,17,10.36,few clouds
517,San Rafael,AR,-34.6177,-68.3301,76.01,55,99,10.04,overcast clouds
518,Vao,NC,-22.6667,167.4833,79.02,73,0,3.87,clear sky
519,Vernon,CA,50.2581,-119.2691,26.98,78,75,2.3,broken clouds
520,Tukrah,LY,32.5341,20.5791,53.44,80,92,22.44,overcast clouds
521,Mamburao,PH,13.25,120.6667,85.46,56,68,5.19,broken clouds
522,Tutoia,BR,-2.7619,-42.2744,81.14,82,57,12.39,broken clouds
523,Ixtapa,MX,20.7,-105.2,76.23,88,1,0.0,clear sky
524,Madhipura,IN,25.9167,86.7833,73.38,63,0,1.34,clear sky
525,Plettenberg Bay,ZA,-34.0527,23.3716,59.09,88,77,2.01,broken clouds
526,Monte Alegre,BR,-2.0078,-54.0692,78.87,71,99,3.27,overcast clouds
527,Sitka,US,57.0531,-135.33,33.69,80,90,6.91,overcast clouds
528,Binga,ZW,-17.6203,27.3414,73.35,72,84,6.35,broken clouds
529,Sharqpur,PK,31.4633,74.1,50.13,50,0,3.69,clear sky
530,Plainview,US,40.7765,-73.4673,55.08,75,90,10.0,overcast clouds
531,Coquimbo,CL,-29.9533,-71.3436,58.73,77,90,5.75,overcast clouds
532,Nemencine,LT,54.85,25.4833,16.32,97,68,5.06,broken clouds
533,Khasan,RU,42.4308,130.6434,35.85,53,0,8.41,clear sky
534,Atar,MR,20.5169,-13.0499,64.36,17,2,8.9,clear sky
535,Mazagao,BR,-0.115,-51.2894,78.85,92,93,3.76,light rain
536,Shubarshi,KZ,48.5872,57.1869,32.5,98,100,4.76,overcast clouds
537,Iskateley,RU,67.6803,53.1512,9.28,98,97,2.28,overcast clouds
538,Nishihara,JP,26.1842,127.7558,72.68,60,40,11.5,scattered clouds
539,Dolores,AR,-36.3132,-57.6792,59.18,94,0,7.61,clear sky
540,Sassandra,CI,4.95,-6.0833,77.83,86,9,5.95,clear sky
541,Brae,GB,60.3964,-1.353,44.51,73,47,14.2,scattered clouds
542,Herat,AF,34.5,62.0,43.39,37,27,8.79,scattered clouds
543,Pinkafeld,AT,47.3667,16.1167,30.47,85,9,2.86,clear sky
544,Maarianhamina,AX,60.0973,19.9348,21.7,59,53,2.71,broken clouds
545,Ilulissat,GL,69.2167,-51.1,19.42,49,100,12.66,overcast clouds
546,Graaff-Reinet,ZA,-32.2522,24.5308,57.92,93,97,5.19,overcast clouds
547,Jaicos,BR,-7.3592,-41.1378,81.88,48,86,3.2,overcast clouds
548,Leningradskiy,RU,69.3833,178.4167,-6.75,85,100,28.7,overcast clouds
549,Port Blair,IN,11.6667,92.75,81.23,67,100,14.94,overcast clouds
550,Luena,AO,-11.7833,19.9167,62.15,93,99,0.11,overcast clouds
551,Gadarwara,IN,22.9167,78.7833,65.16,63,0,5.66,clear sky
552,Necochea,AR,-38.5473,-58.7368,61.03,68,0,12.86,clear sky
553,Kita,ML,13.0349,-9.4895,68.41,20,8,4.18,clear sky
554,Valle De Allende,MX,26.9333,-105.4,58.35,50,74,10.71,broken clouds
555,Staraya,RU,59.9281,30.6206,7.34,86,100,2.59,overcast clouds
556,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.32,88,82,3.94,broken clouds
557,Haines Junction,CA,60.7522,-137.5108,16.18,96,100,2.89,light snow
558,Morant Bay,JM,17.8815,-76.4093,82.02,82,8,10.09,clear sky
559,Nizhniy Kuranakh,RU,58.8353,125.4869,6.03,78,100,9.95,overcast clouds
560,Tres Pontas,BR,-21.3667,-45.5125,61.65,94,64,6.35,broken clouds
561,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.99,93,90,17.27,mist
562,Central Point,US,42.376,-122.9164,45.9,91,90,0.0,light rain
563,Sibolga,ID,1.7427,98.7792,85.68,59,69,2.68,broken clouds
564,Dwarka,IN,22.2394,68.9678,74.61,44,0,14.0,clear sky
565,Hanzhong,CN,33.0728,107.0303,46.83,51,100,5.68,overcast clouds
566,Carupano,VE,10.6678,-63.2585,76.64,86,34,10.63,scattered clouds
567,Sioux Lookout,CA,50.1001,-91.917,-7.53,77,20,6.91,few clouds
568,Griffith,US,41.5284,-87.4237,22.05,47,1,5.99,clear sky
569,Xining,CN,36.6167,101.7667,29.66,36,100,2.66,overcast clouds
570,Russell,US,32.3502,-85.1999,62.2,94,90,3.44,light intensity drizzle
571,Domodossola,IT,46.1165,8.2931,40.14,53,96,6.29,light snow
572,Bom Jesus,BR,-9.0744,-44.3586,77.05,71,78,0.47,broken clouds
573,Paso De Patria,AR,-27.2454,-58.5454,75.18,47,0,6.02,clear sky
574,Morondava,MG,-20.2833,44.2833,78.67,82,0,2.93,clear sky
575,Port-Gentil,GA,-0.7193,8.7815,77.32,87,99,4.76,overcast clouds
576,Turochak,RU,52.2576,87.1224,24.49,86,100,1.39,overcast clouds
577,Sao Joao Dos Patos,BR,-6.495,-43.7022,74.68,70,99,1.41,overcast clouds
578,Rondonopolis,BR,-16.4708,-54.6356,76.93,86,59,3.38,broken clouds
579,Meulaboh,ID,4.1363,96.1285,83.55,70,15,3.6,few clouds
580,Lagos,NG,6.5833,3.75,80.92,89,49,3.2,scattered clouds
581,Toora-Khem,RU,52.4675,96.11,3.25,91,63,1.74,broken clouds
582,Mozarlandia,BR,-14.7447,-50.5706,74.34,90,76,5.14,broken clouds
583,Beidao,CN,34.5686,105.8933,37.02,89,100,4.16,overcast clouds
584,Tombouctou,ML,20.0,-3.0,61.7,14,100,13.71,overcast clouds
585,Alta Floresta,BR,-9.8756,-56.0861,72.45,97,87,1.97,light rain
586,Hayden,US,47.766,-116.7866,29.91,88,90,5.75,light snow
587,Ayr,GB,55.4627,-4.6339,39.18,87,75,4.61,broken clouds
588,Henties Bay,NA,-22.116,14.2845,57.85,95,7,3.11,clear sky
589,Pirgos,GR,35.1167,25.7178,63.63,61,12,25.52,few clouds
590,Porto Novo,BJ,6.4965,2.6036,82.22,84,100,5.21,overcast clouds
591,Zhuji,CN,29.7188,120.2423,55.31,48,2,5.82,clear sky
592,Bilma,NE,18.6853,12.9164,64.44,19,37,9.53,scattered clouds
593,Filingue,NE,14.3521,3.3168,71.64,15,4,7.85,clear sky
594,Toamasina,MG,-18.1667,49.3833,73.4,94,75,4.61,broken clouds
595,Shelbyville,US,35.4834,-86.4603,39.02,74,1,1.99,clear sky
596,Neyyattinkara,IN,8.4,77.0833,80.46,80,45,1.63,scattered clouds
597,Quatre Cocos,MU,-20.2078,57.7625,80.1,71,16,11.74,light rain
598,Ajaccio,FR,42.0,8.9167,45.09,70,90,8.05,overcast clouds
599,Jinchang,CN,38.4953,102.1739,29.5,44,100,3.24,overcast clouds
600,Rio Gallegos,AR,-51.6226,-69.2181,62.65,51,75,9.22,broken clouds
601,Novyy Urengoy,RU,66.0833,76.6333,-1.3,97,100,8.88,light snow
602,Tahe,CN,52.3333,124.7333,17.13,75,12,2.91,few clouds
603,Santa Cruz,BO,-17.8,-63.1667,78.26,78,75,2.3,broken clouds
604,Sorong,ID,-0.8833,131.25,84.94,72,100,7.87,overcast clouds
605,Flin Flon,CA,54.7682,-101.865,-9.51,98,100,0.96,overcast clouds
606,San Jose,US,37.3394,-121.895,54.59,91,90,3.44,mist
607,Biu,NG,10.6129,12.1946,67.96,24,96,7.43,overcast clouds
608,Kipini,KE,-2.5257,40.5262,80.89,81,17,7.16,light rain
609,Mosquera,CO,4.7059,-74.2302,59.09,88,75,5.75,broken clouds
610,Watsa,CD,3.0372,29.5355,64.06,79,91,2.37,overcast clouds
611,Beyneu,KZ,45.3167,55.2,39.45,60,91,4.81,overcast clouds
612,Fukue,JP,32.6881,128.8419,62.96,59,40,11.5,scattered clouds
613,Saint-Augustin,CA,51.226,-58.6502,28.81,97,100,22.66,snow
614,Kokopo,PG,-4.352,152.2633,82.89,76,100,3.69,light rain
615,Tabou,CI,4.423,-7.3528,78.76,85,37,7.02,light rain
616,Olonets,RU,60.9847,32.9698,11.57,94,100,8.59,light snow
617,Korem,ET,12.5058,39.5228,45.07,42,0,3.36,clear sky
618,Pitimbu,BR,-7.4706,-34.8086,79.39,71,23,11.01,few clouds
619,Flinders,AU,-34.5833,150.8552,83.21,72,67,11.23,light rain
620,Jalu,LY,29.0331,21.5482,53.64,35,0,16.44,clear sky
621,Eirunepe,BR,-6.6603,-69.8736,71.51,100,100,2.01,overcast clouds
622,Astoria,US,46.1879,-123.8313,50.95,96,90,1.99,mist
623,Grand Gaube,MU,-20.0064,57.6608,80.38,68,1,7.0,clear sky
624,Barajevo,RS,44.5789,20.4158,38.52,98,100,11.14,light snow
625,Stokmarknes,NO,68.5646,14.9108,17.38,67,13,6.51,few clouds
626,Kikwit,CD,-5.041,18.8162,71.96,89,100,1.57,overcast clouds
627,Taltal,CL,-25.4,-70.4833,63.99,76,64,2.64,broken clouds
628,Wattegama,LK,6.7989,81.4808,76.12,77,19,5.73,few clouds
629,Isla Vista,US,34.4133,-119.861,60.12,80,90,4.61,mist
630,Khandbari,NP,27.3747,87.2039,62.96,61,3,1.05,clear sky
631,Villanueva,HN,15.3167,-88.0,76.19,83,20,5.75,few clouds
632,Ketchikan,US,55.3422,-131.6461,28.87,93,1,0.0,clear sky
633,Kavaratti,IN,10.5669,72.642,80.28,65,3,9.91,clear sky
634,Udachnyy,RU,66.4167,112.4,-32.03,97,88,5.06,overcast clouds
635,Mokrous,RU,51.2333,47.5167,19.6,90,89,8.46,overcast clouds
636,Lola,GN,7.8,-8.5333,68.04,71,1,2.53,clear sky
637,Ushtobe,KZ,45.2514,77.9838,38.44,86,100,2.86,overcast clouds
638,Victor Harbor,AU,-35.5667,138.6167,69.91,56,58,3.0,broken clouds
639,Sabang,ID,5.8933,95.3214,82.81,70,26,21.07,scattered clouds
640,Ayan,RU,56.45,138.1667,9.91,56,12,13.85,few clouds
641,Puerto Madero,MX,14.7208,-92.4215,80.01,75,13,4.38,few clouds
642,That Phanom,TH,16.9364,104.7104,70.12,40,5,11.56,clear sky
643,Les Cayes,HT,18.2,-73.75,76.15,85,2,4.59,clear sky
644,Tongliao,CN,43.6125,122.2653,30.67,75,1,9.31,clear sky
645,Kouango,CF,4.9934,19.9619,74.28,72,100,1.25,overcast clouds
646,Roshchino,RU,60.2519,29.6085,6.75,96,100,2.48,overcast clouds
647,Joniskis,LT,56.2403,23.6153,9.52,100,67,3.4,broken clouds
648,Saint-Francois,FR,46.4154,3.9054,43.48,95,90,5.75,overcast clouds
649,Bandarbeyla,SO,9.4942,50.8122,73.18,68,12,15.55,few clouds
650,Odweyne,SO,9.4092,45.064,60.35,39,27,4.65,scattered clouds
651,Uhlove,UA,44.8215,33.6045,61.57,60,100,12.57,overcast clouds
652,Emerald,AU,-23.5333,148.1667,86.34,54,99,5.75,overcast clouds
653,Lazaro Cardenas,MX,17.9583,-102.2,76.37,81,3,3.58,clear sky
654,Dingli,MT,35.8614,14.3822,53.82,76,20,26.46,few clouds
655,Tianpeng,CN,30.9866,103.9393,50.47,92,100,2.57,overcast clouds
656,Kindu,CD,-2.95,25.95,69.22,99,97,1.95,overcast clouds
657,Bereda,ES,43.2686,-7.5406,55.15,100,100,6.53,overcast clouds
658,The Valley,AI,18.217,-63.0578,80.82,67,0,20.31,clear sky
659,Bhatapara,IN,21.7333,81.9333,68.54,61,0,6.55,clear sky
660,Santa Ines,BR,-3.6667,-45.38,75.56,93,46,3.74,scattered clouds
661,Parrita,CR,9.5201,-84.3225,82.17,86,31,2.33,scattered clouds
662,Lianzhou,CN,24.7811,112.3825,64.99,38,0,2.26,clear sky
663,Naze,JP,28.3667,129.4833,68.92,61,67,14.03,broken clouds
664,Qui Nhon,VN,13.7667,109.2333,72.48,80,97,18.75,overcast clouds
665,Umm Lajj,SA,25.0213,37.2685,72.79,58,0,3.53,clear sky
666,Bratsk,RU,56.1325,101.6142,30.69,88,100,8.68,overcast clouds
667,Tomatlan,MX,19.9333,-105.25,71.58,86,100,2.93,overcast clouds
668,Abalak,RU,58.1286,68.5944,0.27,94,100,7.49,overcast clouds
669,Sabha,LY,27.0377,14.4283,43.2,42,0,12.37,clear sky
670,Marsa Matruh,EG,31.3525,27.2453,52.0,71,0,11.5,clear sky
671,Impfondo,CG,1.6381,18.0667,73.02,90,96,1.68,overcast clouds
672,Lumsden,CA,50.6501,-104.8678,4.17,94,64,4.56,broken clouds
673,Assomada,CV,15.1,-23.6833,69.35,77,72,10.13,broken clouds
674,Alugan,PH,12.2188,125.4808,80.38,87,77,14.83,broken clouds
675,Cockburn Town,TC,21.4612,-71.1419,80.65,78,70,18.1,broken clouds
676,Kiunga,PG,-6.1219,141.2906,92.48,50,75,2.71,broken clouds
677,Suyo,PH,16.9762,120.5254,82.96,52,39,3.22,scattered clouds
678,Bartica,GY,6.4,-58.6167,73.72,100,89,1.14,overcast clouds
679,Katobu,ID,-4.9408,122.5276,78.4,86,100,10.25,overcast clouds
680,Manadhoo,MV,5.7667,73.3833,82.22,76,26,8.75,scattered clouds
